Name	CC10.fastq	CC101.fastq	CC102.fastq	CC103.fastq	CC117.fastq	CC118.fastq	CC122.fastq	CC123.fastq	CC13.fastq	CC14.fastq	CC15.fastq	CC16.fastq	CC17.fastq	CC18.fastq	CC19.fastq	CC20.fastq	CC6.fastq	CC67.fastq	CC68.fastq	CC69.fastq	CC7.fastq	CC70.fastq	CC71.fastq	CC78.fastq	CC79.fastq	CC8.fastq	CC80.fastq	CC81.fastq	CC82.fastq	CC83.fastq	CC9.fastq
Species_206	10	5	3	0	3	2	2	1	2	3	1	6	0	0	2	1	12	3	5	1	5	0	2	2	0	9	0	0	5	4	4
Species_207	17	2	6	2	1	2	1	1	10	3	1	5	1	4	2	2	21	3	9	2	9	1	2	4	2	20	3	2	7	4	4
Species_208	25	6	9	3	5	13	1	7	4	8	5	11	3	4	7	4	31	11	6	7	18	2	0	9	3	19	4	2	3	5	7
Species_209	4	2	2	0	0	2	0	0	5	2	0	2	0	2	0	1	7	2	2	1	8	1	1	3	0	8	3	0	3	1	4
Species_210	22	5	5	3	8	5	4	15	20	9	4	7	2	4	5	5	34	5	15	4	15	1	2	6	1	35	7	4	11	4	10
Species_211	9	1	2	1	3	1	1	3	8	4	0	4	2	1	1	2	10	2	5	1	7	1	2	0	1	15	4	0	4	4	6
Species_212	4	3	0	1	2	2	0	4	2	2	1	4	2	2	1	0	8	1	4	0	10	2	2	3	0	15	5	0	3	4	2
Species_213	9	2	5	1	5	1	0	3	5	2	2	4	0	1	2	2	6	0	3	1	16	2	3	5	0	14	5	0	3	5	3
Species_214	1	0	1	0	0	2	0	2	3	3	0	0	2	1	1	0	6	1	3	0	5	1	0	1	1	9	0	0	1	7	5
Species_215	4	2	2	0	1	1	0	1	3	1	0	2	1	0	1	1	3	0	1	1	3	1	0	1	1	0	0	0	0	0	0
Species_216	4	3	1	0	2	0	1	4	3	3	0	4	1	0	2	3	4	1	2	0	5	1	1	3	0	11	3	1	4	3	1
Species_217	10	5	2	0	2	2	1	3	7	1	0	6	0	3	0	3	13	1	6	3	7	0	0	1	2	19	2	3	7	4	7
Species_218	4	1	1	0	1	2	0	0	4	3	0	2	1	2	0	1	8	2	1	2	9	0	2	3	0	13	2	2	4	3	2
Species_219	14	6	4	2	2	5	1	4	5	4	0	2	1	1	0	0	13	3	3	1	11	1	2	3	1	17	4	3	5	2	6
Species_220	9	2	1	3	7	5	0	7	12	5	2	3	1	1	5	2	15	6	3	2	17	2	1	4	2	17	2	1	2	2	5
Species_221	10	0	4	1	2	1	0	2	6	1	1	3	0	4	1	4	19	9	8	0	9	0	1	5	0	9	1	1	3	2	4
Species_222	6	1	3	0	3	5	1	3	4	2	0	7	0	1	0	0	12	2	4	2	9	1	1	4	1	15	2	3	2	5	3
Species_223	22	5	6	2	11	5	4	4	10	13	3	6	2	3	9	2	30	12	5	4	24	3	5	10	2	41	10	5	9	11	18
Species_224	5	2	0	0	2	1	2	3	4	1	2	5	1	2	3	3	10	2	5	0	8	3	1	1	2	11	1	2	1	3	2
Species_225	7	1	1	0	2	4	0	3	4	5	3	6	3	0	0	2	12	3	7	1	7	0	1	0	1	14	3	1	2	4	7
Species_226	12	3	2	1	3	2	2	1	2	1	3	2	2	3	0	0	15	5	4	2	13	1	3	1	2	13	4	1	4	4	5
Species_227	7	1	1	0	1	3	0	2	3	0	0	2	0	1	0	0	4	0	2	0	3	2	0	0	1	6	2	1	1	2	4
Species_228	5	2	1	0	2	4	0	1	2	2	0	0	0	1	1	0	6	3	1	2	7	1	0	2	1	7	1	1	0	3	1
Species_229	10	2	4	0	2	3	1	2	5	5	0	5	1	3	0	1	15	5	2	5	13	3	1	5	1	14	6	0	4	4	4
Species_230	12	4	2	0	1	0	2	2	4	4	1	2	0	2	1	1	10	4	2	4	13	0	1	8	1	7	2	0	1	3	5
Species_231	1	1	0	0	2	0	0	1	4	2	1	2	5	3	2	0	13	4	2	2	6	0	0	1	2	9	1	1	3	4	2
Species_232	17	4	6	2	1	3	1	2	4	2	0	5	1	1	3	1	15	3	3	4	9	1	2	1	1	29	6	2	7	6	4
Species_233	5	0	2	0	1	2	0	3	5	1	0	0	1	2	0	0	10	3	3	2	7	0	3	2	0	11	3	1	3	3	5
Species_234	16	5	3	0	9	3	0	3	4	2	3	4	1	2	2	0	20	10	6	1	13	2	2	5	1	23	5	5	6	3	9
Species_235	8	1	1	1	1	2	1	6	6	6	1	1	0	0	0	2	20	8	3	2	10	1	1	1	1	6	0	0	1	2	4
Species_236	1	1	0	0	3	0	0	1	1	3	0	0	1	0	0	1	4	1	1	1	3	0	0	1	0	4	1	1	0	2	3
Species_237	2	1	0	0	0	0	1	2	1	2	0	2	0	0	1	0	4	1	2	1	2	0	0	0	0	5	2	0	2	0	0
Species_238	19	4	4	2	4	5	0	8	12	8	4	6	4	3	2	5	27	5	8	3	24	5	2	9	1	34	6	4	7	12	14
Species_239	7	4	1	0	2	2	0	2	4	3	1	2	0	1	2	1	5	1	1	1	1	0	0	0	0	17	1	2	6	4	3
Species_240	11	1	5	2	1	3	0	2	6	1	4	2	4	1	1	1	5	0	1	0	6	0	0	1	2	7	1	1	1	2	5
Species_241	7	0	2	1	0	3	0	1	4	1	0	2	1	3	1	1	8	2	2	1	5	1	0	2	1	5	1	2	1	1	6
Species_242	112	20	61	12	3	1	1	4	27	37	12	22	22	12	17	1	52	8	6	3	33	2	1	13	2	59	20	2	8	2	58
Species_243	3	0	1	1	0	1	1	3	1	2	0	1	0	0	0	0	3	0	0	1	2	1	0	1	0	3	0	0	0	2	1
Species_244	9	4	3	1	1	3	1	2	7	0	1	4	2	3	3	3	10	4	3	1	10	2	2	3	1	14	3	3	2	2	0
Species_245	13	6	2	3	1	1	0	2	10	2	1	3	0	0	3	1	9	4	2	1	5	2	0	1	0	8	0	2	2	1	4
Species_246	8	4	0	0	2	2	0	1	6	1	2	4	0	1	0	2	13	4	3	1	8	2	1	3	0	20	2	2	4	7	6
Species_247	1	0	0	1	0	4	0	5	2	3	0	1	0	0	0	1	10	3	2	2	2	0	0	1	1	8	1	0	2	4	6
Species_248	10	1	4	3	2	3	2	9	6	3	0	8	1	0	0	3	17	4	4	4	4	0	1	0	0	11	2	1	5	2	6
Species_249	4	2	2	0	1	2	0	3	4	1	1	1	0	0	2	2	5	2	1	1	3	0	0	1	0	13	4	0	3	3	5
Species_250	14	4	3	1	1	3	1	6	5	5	1	3	2	1	3	2	22	6	6	4	8	3	1	1	1	23	4	1	11	5	6
Species_251	10	3	1	4	1	1	1	6	6	1	3	1	1	0	1	0	14	3	2	4	7	1	1	1	3	16	5	3	2	3	5
Species_252	14	2	5	1	8	5	0	4	8	6	5	5	2	3	4	5	29	5	10	5	20	6	2	7	1	30	7	4	7	5	6
Species_253	1	0	1	0	2	2	0	1	3	0	1	0	1	1	2	0	2	0	0	0	3	0	0	1	2	4	0	1	1	2	1
Species_254	2	1	0	0	0	1	0	1	1	1	0	1	0	0	1	1	4	1	0	1	3	1	0	0	0	1	1	0	0	0	0
Species_255	0	0	0	0	3	0	0	3	1	3	0	3	0	0	0	0	3	1	0	1	1	0	0	0	0	4	1	0	1	1	4
Species_256	1	0	1	0	2	1	1	1	3	2	0	1	0	0	1	1	3	0	0	0	3	0	0	1	1	6	0	0	3	2	1
Species_257	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1
Species_258	9	2	3	2	2	5	0	4	9	6	1	4	0	3	1	2	15	4	6	1	10	2	1	4	1	22	5	1	6	5	4
Species_259	4	0	1	2	2	2	0	3	6	1	0	3	1	1	1	2	8	1	1	1	8	1	0	0	5	5	1	0	0	2	3
Species_260	10	1	2	2	3	3	0	2	5	1	1	3	2	1	0	1	1	0	0	0	6	0	0	3	0	10	1	2	1	3	4
Species_261	7	2	0	2	2	1	3	3	8	3	4	3	1	2	1	0	10	4	2	2	4	0	1	1	1	16	7	1	2	5	1
Species_262	4	1	2	1	2	1	1	1	2	0	0	1	1	0	0	2	5	1	1	1	8	1	0	4	1	9	1	0	2	2	4
Species_263	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species_264	6	3	2	0	2	2	3	7	5	1	0	4	2	0	0	1	2	0	1	0	10	4	0	5	0	13	3	0	1	6	6
Species_265	19	4	9	3	5	2	1	5	13	4	1	3	2	2	8	1	32	4	13	6	11	1	1	4	0	34	4	6	7	14	10
Species_266	10	2	4	2	4	0	0	1	6	5	1	2	3	2	3	0	13	7	5	1	2	0	0	0	0	8	0	2	1	2	5
Species_267	6	1	4	0	0	3	2	3	5	5	1	3	2	2	0	3	13	6	2	0	8	0	0	6	2	11	2	2	1	4	4
Species_268	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Species_269	2	1	1	0	0	0	0	1	0	1	1	2	1	2	1	1	6	1	3	1	3	0	1	2	0	7	1	0	2	2	1
Species_270	9	2	4	1	4	4	0	3	5	2	2	5	1	4	4	1	12	2	7	0	32	0	0	23	6	43	32	4	1	5	4
Species_271	18	7	5	1	1	6	2	6	9	5	3	5	0	1	1	0	15	7	4	0	12	1	1	3	1	14	2	1	7	3	5
Species_272	7	1	3	0	2	2	0	1	7	3	0	1	0	0	2	2	8	1	4	0	6	4	0	0	1	7	0	0	2	0	4
Species_273	7	2	3	1	3	2	0	2	5	2	1	5	1	1	1	4	21	5	5	2	7	4	0	1	0	11	3	0	3	3	4
Species_274	8	6	2	0	3	1	0	4	6	1	0	2	1	1	2	1	12	5	1	2	4	1	0	2	0	17	4	0	4	6	1
Species_275	9	1	6	2	3	0	1	2	7	3	1	1	1	1	2	1	7	3	0	0	8	0	0	5	1	17	5	2	2	5	4
Species_276	12	3	1	2	2	4	0	5	10	1	1	2	3	4	2	4	12	3	4	2	10	2	1	3	0	16	2	0	6	6	11
Species_277	1	1	0	0	1	1	2	0	1	0	0	0	0	3	2	0	2	0	0	1	2	1	0	1	0	10	1	2	1	5	1
Species_278	6	2	3	1	1	2	1	0	6	0	3	3	2	0	3	0	9	2	3	0	9	0	2	1	2	12	2	1	1	5	3
Species_279	10	4	3	1	2	3	0	12	6	4	1	7	1	2	2	0	16	2	6	3	20	3	1	8	2	23	1	3	4	9	8
Species_280	8	2	4	0	3	3	1	4	10	9	6	3	1	4	0	3	21	4	7	4	9	3	0	1	1	12	1	1	3	3	8
Species_281	6	4	1	0	2	1	2	3	12	4	0	4	2	4	5	3	17	0	7	4	10	1	2	6	0	21	6	1	4	6	5
Species_282	10	1	5	1	3	0	1	8	4	5	1	4	2	2	2	1	22	3	9	5	12	1	3	3	0	17	4	1	5	4	6
Species_283	11	1	5	1	4	1	2	3	6	2	3	6	2	3	4	0	11	2	3	3	10	3	1	2	1	19	3	4	5	3	2
Species_284	15	1	6	0	6	8	2	11	5	8	3	8	1	2	4	1	20	4	9	1	19	2	1	8	4	28	8	1	4	13	10
Species_285	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	1	1	1	0	1	0	0	4	1	0	1	1	1
Species_286	881	223	394	74	47	78	14	67	423	165	58	200	100	187	87	179	744	139	117	40	408	66	19	64	101	667	141	39	86	82	1069
Species_287	8	3	3	1	0	5	0	4	6	5	1	3	0	1	1	0	15	8	2	0	4	1	0	2	0	7	1	0	2	3	3
Species_288	10	1	3	2	1	2	1	3	8	3	3	5	0	0	2	2	7	3	2	0	6	1	0	2	0	17	3	1	0	9	5
Species_289	10	4	0	1	0	2	2	5	5	3	0	5	0	0	2	0	6	1	4	1	7	2	1	0	1	4	1	0	3	0	2
Species_290	8	1	3	1	3	4	0	5	4	1	0	0	0	2	1	2	9	3	2	1	11	2	0	3	2	14	3	2	0	4	3
Species_291	6	0	0	1	3	2	0	6	5	4	0	1	1	2	0	1	13	3	2	1	7	0	0	2	2	12	1	0	5	4	8
Species_292	7	2	4	0	3	3	2	4	5	1	1	4	2	2	4	0	10	2	3	2	7	1	1	2	1	23	5	2	5	4	2
Species_293	13	2	8	1	2	1	1	3	14	3	0	3	2	5	5	1	10	3	2	1	9	0	1	4	1	25	1	3	7	7	3
Species_294	15	5	7	0	4	5	2	9	10	2	1	5	3	3	2	0	20	1	7	5	9	2	0	3	0	22	4	5	4	6	2
Species_295	12	1	4	2	2	4	2	4	5	4	1	7	1	2	2	4	12	0	4	0	11	3	2	3	2	19	6	2	4	3	2
Species_296	10	2	5	0	3	4	0	10	5	3	4	5	3	0	2	1	16	3	4	0	12	2	2	4	0	24	7	1	5	6	6
Species_297	21	3	8	2	13	14	1	12	13	9	6	8	10	5	4	4	51	17	11	10	19	1	4	6	2	43	10	8	8	11	20
Species_298	10	1	3	0	2	0	0	1	2	0	2	3	4	4	1	0	11	5	2	2	8	1	1	3	0	7	3	1	1	1	4
Species_299	6	0	2	1	0	1	0	2	7	4	1	2	0	2	3	3	5	3	1	0	2	1	0	0	0	11	2	3	2	2	7
Species_300	4	3	1	0	3	0	0	0	2	1	1	2	0	2	0	0	6	3	1	0	2	1	0	0	1	4	0	1	0	3	1
Species_301	5	1	2	0	3	4	1	5	1	1	0	0	0	1	0	1	9	3	3	0	11	1	0	6	1	10	1	1	3	4	5
Species_302	6	2	2	0	6	12	3	9	6	12	3	6	2	0	1	2	26	7	6	5	8	1	2	4	0	13	1	0	5	3	5
Species_303	10	0	4	3	1	3	1	0	12	1	0	3	2	1	2	3	17	7	4	4	6	1	1	3	0	15	4	3	3	3	7
Species_304	4	1	2	0	0	2	1	2	6	1	1	5	0	1	2	0	9	3	5	0	3	1	0	1	1	15	4	3	4	3	8
Species_305	11	3	5	1	5	3	3	1	5	3	1	0	1	1	1	1	21	4	5	4	7	1	0	1	2	16	1	1	3	8	6
Species_306	7	2	2	0	0	3	1	2	5	2	1	2	1	4	0	1	7	2	2	0	8	1	1	4	1	13	4	0	5	2	2
Species_307	11	1	3	2	0	2	4	2	0	2	2	2	3	0	2	1	5	2	1	0	9	2	0	2	1	9	1	0	2	4	3
Species_308	11	3	4	2	0	3	2	12	8	3	3	2	2	2	0	1	15	2	9	2	11	3	3	4	0	15	3	2	4	4	3
Species_309	9	2	6	1	2	2	1	2	6	2	0	1	0	2	1	1	12	2	4	2	6	1	1	1	1	10	3	0	1	4	5
Species_310	10	3	6	0	1	3	2	3	5	4	3	1	1	1	2	2	18	1	8	3	7	0	2	1	0	18	2	3	4	4	5
Species_311	5	1	3	1	2	3	1	6	4	2	2	5	0	1	1	0	15	4	7	3	8	0	1	3	1	19	5	4	4	5	4
Species_312	14	1	9	1	4	5	2	13	6	5	2	5	0	1	2	0	19	3	8	4	13	3	3	1	1	23	5	0	5	9	8
Species_313	5	1	2	0	1	3	0	6	8	7	1	7	1	1	2	1	11	0	4	4	9	2	0	4	1	20	6	1	2	4	3
Species_314	5	1	1	1	2	6	1	4	9	5	2	7	2	1	2	1	19	3	6	3	11	3	2	0	5	19	2	1	8	4	7
Species_315	6	2	2	1	1	2	0	1	9	8	3	6	1	3	2	0	14	3	4	3	13	0	3	5	2	16	3	3	4	1	4
Species_316	11	3	4	2	2	6	3	2	5	6	2	4	0	2	0	0	15	2	6	2	9	1	1	3	1	15	2	1	4	7	3
Species_317	4	0	1	0	3	0	2	0	1	1	3	1	1	2	2	0	6	1	1	0	12	2	0	5	4	9	1	1	1	4	1
Species_318	7	1	1	2	0	0	0	0	3	0	2	1	0	0	0	0	3	1	0	1	2	0	0	2	0	3	2	0	0	1	3
Species_319	18	6	4	3	7	7	1	8	6	3	1	5	3	1	1	2	26	9	4	5	15	1	3	7	0	16	4	3	1	7	6
Species_320	12	2	5	0	4	5	1	5	9	5	2	5	0	2	3	4	19	6	5	2	17	1	3	10	1	17	3	2	3	5	12
Species_321	12	5	2	1	2	5	4	3	8	5	0	2	0	2	0	3	19	5	5	4	13	1	1	7	1	19	5	0	7	6	3
Species_322	11	4	3	0	4	7	0	7	4	3	0	6	1	2	0	1	13	4	3	2	8	1	1	1	0	14	2	3	4	2	9
Species_323	5	0	1	1	1	1	0	0	9	1	0	2	0	1	2	0	9	3	3	1	5	0	1	2	0	12	1	1	2	6	3
Species_324	7	1	3	1	4	3	0	5	4	3	1	2	1	3	1	1	11	1	6	2	7	4	0	2	1	5	1	0	0	3	2
Species_325	4	1	2	0	2	1	0	4	11	2	1	5	3	2	2	0	8	2	2	0	7	0	2	2	0	13	2	3	2	3	0
Species_326	8	0	5	2	2	2	0	9	14	1	3	2	1	1	4	3	21	9	4	1	10	5	2	3	0	16	2	4	5	3	5
Species_327	33	5	12	3	8	13	8	17	23	14	2	9	4	9	7	2	58	14	17	11	36	3	3	13	3	54	11	8	13	16	19
Species_328	15	3	6	2	6	8	1	8	13	4	1	4	1	5	3	0	30	4	7	10	20	2	4	8	2	31	9	5	2	7	10
Species_329	2	1	0	1	2	3	2	4	5	3	1	5	2	3	1	1	14	2	4	3	10	3	1	4	1	21	5	1	4	8	4
Species_330	6	1	3	1	9	3	0	7	9	5	1	6	0	0	2	3	21	6	6	4	15	2	2	5	4	13	2	1	4	3	10
Species_331	11	1	2	1	4	6	3	3	4	2	4	4	0	5	0	1	18	5	2	7	10	0	3	7	0	30	2	4	5	13	5
Species_332	12	3	4	3	2	5	0	6	5	7	1	3	3	5	0	1	11	4	3	1	12	2	2	5	2	21	5	3	4	6	5
Species_333	11	5	3	0	12	6	3	7	14	6	4	5	1	4	3	3	27	7	11	4	11	2	0	3	1	29	4	2	7	12	12
Species_334	4	2	2	0	3	3	1	1	2	0	0	1	1	1	2	0	11	1	1	3	7	3	0	3	0	6	2	0	3	1	4
Species_335	2	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1	4	1	2	0	4	0	0	1	0	2	1	0	0	0	0
Species_336	5	2	2	1	2	0	0	1	1	0	0	2	2	2	1	0	5	1	2	2	3	2	1	0	0	2	1	0	0	1	2
Species_337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0
Species_338	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	0	1	0	0	0
Species_339	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	1	0
Species_340	8	2	3	0	0	0	0	1	2	0	1	0	1	0	0	1	2	1	1	0	4	0	1	2	1	4	1	0	0	2	3
Species_341	5	2	2	0	1	2	0	0	3	1	0	1	1	0	0	0	5	0	1	1	1	0	0	1	0	6	2	2	1	1	1
Species_342	1	0	1	0	0	0	1	0	3	1	1	2	0	1	0	0	2	0	1	1	6	1	2	2	0	5	0	2	1	0	2
Species_343	6	3	2	0	1	3	0	2	1	3	0	0	0	2	1	0	3	1	0	1	6	1	0	3	0	9	0	2	2	4	4
Species_344	2	0	0	0	0	2	1	1	2	0	1	1	0	0	0	1	2	0	0	2	4	0	0	2	2	3	0	0	0	1	2
Species_345	5	1	2	2	2	1	1	1	5	2	2	3	0	1	0	0	11	2	7	0	6	0	1	3	0	7	2	1	3	1	1
Species_346	2	0	2	0	1	1	1	0	2	2	0	0	0	1	1	0	1	1	0	0	5	0	0	3	0	8	0	1	3	2	1
Species_347	3	1	1	1	2	1	0	1	7	0	3	1	1	1	0	0	1	1	0	0	4	1	0	1	0	4	2	0	0	2	1
Species_348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species_349	5	1	2	1	5	3	0	4	2	2	0	3	2	0	2	1	8	3	1	1	7	1	0	2	2	10	0	1	3	2	6
Species_350	20	2	11	1	8	4	3	3	10	2	5	4	1	1	1	6	18	5	8	1	11	1	0	5	0	14	2	2	2	7	7
Species_351	19	3	7	2	5	4	1	3	6	8	2	7	2	2	2	3	15	6	4	2	13	0	3	3	1	24	6	1	5	7	5
Species_352	7	0	3	1	1	3	0	2	4	0	0	3	2	0	1	1	9	1	1	2	10	0	0	5	0	9	2	2	3	1	5
Species_353	9	1	3	0	1	3	0	6	14	1	0	4	2	2	1	1	11	2	2	3	5	1	1	1	2	19	1	1	4	9	8
Species_354	6	1	1	1	1	0	3	1	4	3	2	6	2	2	3	0	18	3	6	2	10	4	1	1	3	17	2	2	4	4	6
Species_355	15	4	4	1	5	3	1	4	6	8	2	3	1	3	1	2	16	2	4	5	14	2	1	6	1	24	5	3	5	8	10
Species_356	82	22	28	13	14	12	3	16	63	21	4	12	4	13	20	10	73	10	20	3	57	7	9	14	4	133	11	14	31	47	59
Species_357	14	3	6	1	6	2	2	5	17	8	3	6	5	1	4	0	30	8	16	3	14	2	1	2	2	35	9	5	5	7	10
Species_358	10	1	2	0	0	2	1	0	3	1	0	1	1	2	1	1	8	0	4	3	8	1	1	1	1	15	0	6	2	4	2
Species_359	10	2	2	1	4	5	2	7	9	1	1	9	0	2	3	0	16	5	3	2	12	1	0	6	2	20	2	1	5	9	4
Species_360	11	2	4	0	6	1	1	11	7	4	2	2	2	2	4	2	23	8	7	5	12	1	1	0	2	19	5	3	5	0	9
Species_361	10	1	1	1	6	0	0	1	3	2	1	2	0	1	1	0	16	7	6	2	16	0	2	6	1	9	5	0	0	3	5
Species_362	9	2	1	0	2	1	1	1	1	0	0	3	2	3	0	0	7	3	3	0	3	1	1	0	1	15	3	0	4	5	4
Species_363	9	0	2	0	6	4	0	4	9	1	1	4	2	1	2	2	19	3	6	5	10	2	1	4	2	19	2	1	5	6	8
Species_364	9	2	3	1	2	1	0	2	4	1	0	2	3	1	1	1	17	4	5	2	11	2	2	2	0	14	2	1	4	5	5
Species_365	17	6	5	1	5	4	1	6	11	12	3	2	1	0	2	7	25	7	8	5	13	2	1	3	3	20	8	3	7	0	3
Species_366	12	3	3	2	6	7	1	6	10	8	2	1	4	5	3	0	25	6	9	0	12	3	2	2	2	18	3	1	5	7	4
Species_367	13	2	3	2	4	4	1	9	12	2	0	6	2	6	7	1	23	7	6	6	19	4	4	5	2	15	2	2	5	3	9
Species_368	5	2	1	0	0	0	0	5	3	1	3	5	2	0	0	1	5	1	1	1	6	1	1	0	1	7	2	1	2	2	4
Species_369	6	0	2	2	1	3	1	3	2	1	0	5	2	3	1	0	9	1	2	2	8	3	2	1	2	21	6	2	5	5	4
Species_370	3	1	0	2	0	0	1	0	2	1	1	6	1	0	1	0	4	1	2	0	6	2	0	2	0	7	2	1	2	2	1
Species_371	9	2	2	3	2	6	0	2	13	4	0	1	1	1	0	0	13	4	6	1	6	0	3	2	0	18	5	1	3	4	4
Species_372	2	1	0	0	1	2	0	4	10	1	0	2	0	1	0	1	18	3	5	4	5	1	1	3	0	9	0	2	1	6	2
Species_373	11	5	3	1	1	3	2	1	6	1	0	3	1	2	2	0	19	4	4	3	6	1	0	1	0	17	3	2	2	5	10
Species_374	15	3	7	1	4	4	2	6	6	5	5	3	3	4	6	0	20	7	4	5	12	0	3	6	2	36	9	0	7	12	10
Species_375	12	4	3	0	2	6	1	2	7	3	0	4	1	2	3	0	15	4	5	4	10	1	1	2	1	10	3	0	1	5	7
Species_376	6	1	2	2	0	1	0	2	4	1	0	0	0	1	1	0	6	2	1	2	5	1	1	3	0	8	2	0	0	6	2
Species_377	25	8	6	3	12	17	2	16	20	9	3	8	3	5	6	4	44	10	13	6	28	7	1	8	2	57	14	5	14	16	20
Species_378	2	1	0	0	1	1	0	2	3	1	1	2	0	0	0	0	7	2	3	2	2	1	0	0	1	8	1	0	1	4	3
Species_379	11	1	5	4	2	5	1	3	9	3	2	6	0	5	3	1	18	5	7	1	6	0	0	2	2	15	2	0	4	4	4
Species_380	12	2	4	3	7	7	1	6	11	2	2	2	2	3	2	3	24	5	6	5	6	1	1	1	1	26	4	6	6	3	4
Species_381	13	2	1	3	2	3	0	1	12	4	2	3	0	1	2	2	17	5	3	2	14	2	3	4	2	15	2	0	8	5	7
Species_382	10	4	3	1	0	2	1	5	3	1	1	1	0	1	0	1	5	1	3	1	3	1	0	2	0	7	1	0	1	2	3
Species_383	9	5	2	0	2	2	0	2	9	2	1	3	0	4	4	2	11	4	3	2	2	1	0	0	0	11	3	0	0	4	1
Species_384	13	4	2	2	5	2	0	6	14	3	1	3	1	5	3	1	29	2	11	7	11	2	2	3	3	26	7	2	3	7	9
Species_385	6	3	1	0	5	2	1	2	3	3	2	4	2	0	0	0	15	4	4	1	9	1	1	1	2	13	4	1	2	5	5
Species_386	12	1	3	3	5	6	1	9	8	0	2	8	2	4	2	1	15	3	9	0	13	3	2	4	1	19	4	4	1	4	8
Species_387	12	3	4	2	2	2	1	6	9	1	0	4	1	2	2	1	31	7	15	5	15	1	1	5	1	16	3	3	4	6	11
Species_388	14	3	7	3	6	67	0	3	3	0	1	10	3	0	0	0	13	6	4	1	10	2	1	3	2	13	4	2	2	2	5
Species_389	9	2	1	0	1	1	2	4	4	6	4	1	1	2	0	1	14	3	8	1	8	1	1	4	1	11	3	1	1	3	5
Species_390	4	1	0	1	1	8	1	4	4	4	1	1	0	1	3	0	15	4	5	2	4	0	3	0	1	17	1	3	3	8	6
Species_391	18	4	6	5	3	2	1	3	8	2	1	2	1	4	2	3	9	0	3	2	11	2	0	8	0	14	3	3	4	3	2
Species_392	20	6	10	0	3	5	3	8	10	9	0	8	3	3	5	4	18	4	6	4	18	4	2	6	1	30	9	2	7	6	9
Species_393	3	0	1	0	1	2	0	1	2	1	0	4	0	0	1	2	10	3	3	2	9	3	1	2	2	7	1	2	1	2	3
Species_394	134	17	50	5	96	57	46	37	83	44	35	27	25	4	12	11	507	114	311	18	175	59	34	50	10	216	36	13	58	22	105
Species_395	21	2	10	4	9	10	1	12	11	9	1	9	4	7	5	4	29	1	13	5	14	2	2	4	0	28	6	4	5	10	12
Species_396	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
Species_397	6	2	0	1	3	1	0	3	5	0	1	0	1	1	1	0	7	2	3	0	7	1	1	2	1	10	1	3	1	3	7
Species_398	23	11	4	0	9	8	5	13	9	11	7	10	5	2	7	1	54	14	23	6	28	5	6	11	2	36	8	3	10	12	14
Species_399	5	0	1	0	2	3	0	6	0	2	1	5	2	1	1	1	11	1	5	1	4	0	0	3	0	12	4	1	3	2	4
Species_400	27	7	10	3	5	7	1	8	17	6	2	9	5	5	5	7	36	3	16	7	21	4	2	5	3	42	12	3	7	13	14
Species_401	10	2	3	0	4	3	2	7	6	5	0	4	3	3	2	1	22	7	3	3	20	3	2	8	0	22	2	2	5	10	8
Species_402	11	2	4	0	3	0	0	2	8	5	0	0	0	0	1	0	13	4	3	3	11	1	4	4	0	21	4	3	6	5	4
Species_403	18	3	2	4	1	8	1	5	4	3	1	5	1	2	1	2	16	5	5	1	15	1	1	6	1	24	6	1	7	4	3
Species_404	8	1	4	0	2	1	3	7	10	5	3	4	3	2	0	1	14	4	4	0	16	1	3	7	1	17	2	1	4	7	3
Species_405	24	10	6	3	3	8	2	53	11	7	1	4	3	3	5	1	25	8	9	4	45	14	5	8	9	57	13	14	11	15	9
Species_406	7	3	1	0	0	4	2	2	8	2	0	3	0	4	0	1	8	1	1	0	7	1	1	1	0	17	5	1	2	2	7
Species_407	8	1	6	0	5	2	3	5	5	10	3	5	3	3	4	2	12	5	2	1	11	0	3	6	0	18	1	1	7	4	6
Species_408	21	4	6	1	4	7	3	9	8	10	1	7	4	1	1	1	24	5	9	4	12	2	1	7	0	28	3	2	9	8	10
Species_409	6	1	2	0	4	2	0	5	4	5	0	5	2	0	4	0	10	4	1	1	8	0	0	2	1	10	3	2	1	3	2
Species_410	6	2	1	1	4	1	0	3	5	5	2	3	1	3	3	1	9	2	3	2	7	1	1	1	1	14	3	1	6	2	2
